hs1	4000001	5000000	-0.0459535635742017
hs1	5000001	6000000	-0.0657106277945578
hs1	6000001	7000000	-0.03592559970746715
hs1	7000001	8000000	-0.0241950591281338
hs1	8000001	9000000	-0.110002900350418
hs1	9000001	10000000	-0.0674279959234606
hs1	10000001	11000000	-0.08319556575241005
hs1	11000001	12000000	-0.0331407343341912
hs1	12000001	13000000	-0.07931546879412885
hs1	14000001	15000000	-0.07293436640653934
hs1	15000001	16000000	-0.06145470745066725
hs1	16000001	17000000	-0.07823625263147685
hs1	18000001	19000000	-0.065566597507539
hs1	19000001	20000000	-0.0752095430587118
hs1	20000001	21000000	-0.114762453550537
hs1	21000001	22000000	-0.09471755611053695
hs1	22000001	23000000	-0.0929232514803187
hs1	23000001	24000000	-0.1032666157914915
hs1	24000001	25000000	-0.08629469716463656
hs1	25000001	26000000	-0.06523556758172311
hs1	26000001	27000000	-0.08744823297197726
hs1	27000001	28000000	-0.061513375091390946
hs1	28000001	29000000	-0.10630126185553551
hs1	31000001	32000000	-0.0943985089826576
hs1	32000001	33000000	-0.0915456207901911
hs1	33000001	34000000	-0.102505981742934
hs1	34000001	35000000	-0.03921549172095035
hs1	35000001	36000000	-0.08533185836885279
hs1	36000001	37000000	-0.03278304738040025
hs1	37000001	38000000	-0.07627208898560259
hs1	38000001	39000000	-0.0354646314290052
hs1	39000001	40000000	-0.0696784143137969
hs1	40000001	41000000	-0.06436447380674615
hs1	41000001	42000000	-0.0584541835854748
hs1	42000001	43000000	-0.0644923723914295
hs1	43000001	44000000	-0.06590297493318431
hs1	44000001	45000000	-0.049468537405745305
hs1	45000001	46000000	-0.10259724778889551
hs1	46000001	47000000	-0.07101894851733531
hs1	47000001	48000000	-0.051650567601494196
hs1	48000001	49000000	-0.07308027749805604
hs1	49000001	50000000	-0.0466519583110475
hs1	50000001	51000000	-0.0808113390899594
hs1	51000001	52000000	-0.08346813392910385
hs1	52000001	53000000	-0.089479018134052
hs1	53000001	54000000	-0.05644278730869215
hs1	54000001	55000000	-0.08708094715549711
hs1	55000001	56000000	-0.08372234477349635
hs1	56000001	57000000	-0.09909950036177465
hs1	57000001	58000000	-0.058546610267351154
hs1	58000001	59000000	-0.06562351702684635
hs1	59000001	60000000	-0.08179581087450799
hs1	60000001	61000000	-0.0642425992359045
hs1	61000001	62000000	-0.07326616573648015
hs1	62000001	63000000	-0.08045100520757865
hs1	63000001	64000000	-0.07360041665877615
hs1	64000001	65000000	-0.04822479082850055
hs1	65000001	66000000	-0.09272975446349925
hs1	66000001	67000000	-0.0754459498990309
hs1	67000001	68000000	-0.0653853158392941
hs1	68000001	69000000	-0.06905052118928975
hs1	69000001	70000000	-0.1015958518532516
hs1	70000001	71000000	-0.06468769769945984
hs1	71000001	72000000	-0.01449136566852845
hs1	72000001	73000000	-0.09418220319962961
hs1	73000001	74000000	-0.049754280934901654
hs1	74000001	75000000	-0.0649964908994292
hs1	75000001	76000000	-0.037912218120124797
hs1	76000001	77000000	-0.10306842992111309
hs1	77000001	78000000	-0.08254385799864916
hs1	78000001	79000000	-0.0799146581775745
hs1	79000001	80000000	-0.05221175094680585
hs1	80000001	81000000	-0.0655181978985844
hs1	81000001	82000000	-0.06809778482555175
hs1	82000001	83000000	-0.07013088266688974
hs1	84000001	85000000	-0.051773891324644605
hs1	85000001	86000000	-0.0775057180375548
hs1	86000001	87000000	-0.0498951451454988
hs1	87000001	88000000	-0.0488960506316502
hs1	88000001	89000000	-0.0657243865052882
hs1	89000001	90000000	-0.0758897628773777
hs1	90000001	91000000	-0.05525400636855145
hs1	91000001	92000000	-0.0535072113662772
hs1	92000001	93000000	-0.1073530947141335
hs1	93000001	94000000	-0.10027780593547425
hs1	94000001	95000000	-0.0795458961694689
hs1	95000001	96000000	-0.0711157803113
hs1	96000001	97000000	-0.08976673993729645
hs1	97000001	98000000	-0.0924416301484969
hs1	98000001	99000000	-0.113074332627093
hs1	99000001	100000000	-0.057134590011613855
hs1	100000001	101000000	-0.0995809623248468
hs1	101000001	102000000	-0.10936904418333901
hs1	102000001	103000000	-0.07925835780785305
hs1	105000001	106000000	-0.08889751151853895
hs1	106000001	107000000	-0.1163864379121215
hs1	107000001	108000000	-0.06429420113954795
hs1	109000001	110000000	-0.06028399361886835
hs1	110000001	111000000	-0.031086418253537702
hs1	111000001	112000000	-0.04209565361977745
hs1	112000001	113000000	-0.0263418900675663
hs1	113000001	114000000	-0.060236714900812546
